Date,Open,Close,label
08/08/2008,11432.08984,11734.32031,
11/08/2008,11729.66992,11782.34961,
12/08/2008,11781.7002,11642.46973,
13/08/2008,11632.80957,11532.95996,
14/08/2008,11532.07031,11615.92969,
15/08/2008,11611.20996,11659.90039,
18/08/2008,11659.65039,11479.38965,
19/08/2008,11478.08984,11348.54981,
20/08/2008,11345.94043,11417.42969,
21/08/2008,11415.23047,11430.20996,
22/08/2008,11426.79004,11628.05957,
25/08/2008,11626.19043,11386.25,
26/08/2008,11383.55957,11412.87012,
27/08/2008,11412.45996,11502.50977,
28/08/2008,11499.87012,11715.17969,
29/08/2008,11713.23047,11543.95996,
02/09/2008,11545.62988,11516.91992,
03/09/2008,11506.00977,11532.87988,
04/09/2008,11532.48047,11188.23047,
05/09/2008,11185.62988,11220.95996,
08/09/2008,11224.87012,11510.74023,
09/09/2008,11514.73047,11230.73047,
10/09/2008,11233.91016,11268.91992,
11/09/2008,11264.44043,11433.70996,
12/09/2008,11429.32031,11421.99023,
15/09/2008,11416.37012,10917.50977,
16/09/2008,10905.62012,11059.01953,
17/09/2008,11056.58008,10609.66016,
18/09/2008,10609.00977,11019.69043,
19/09/2008,11027.50977,11388.44043,
22/09/2008,11394.41992,11015.69043,
23/09/2008,11015.69043,10854.16992,
24/09/2008,10850.01953,10825.16992,
25/09/2008,10827.16992,11022.05957,
26/09/2008,11019.04004,11143.12988,
29/09/2008,11139.62012,10365.4502,
30/09/2008,10371.58008,10850.66016,
01/10/2008,10847.40039,10831.07031,
02/10/2008,10825.54004,10482.84961,
03/10/2008,10483.95996,10325.37988,
06/10/2008,10322.51953,9955.5,
07/10/2008,9955.419922,9447.110352,
08/10/2008,9437.230469,9258.099609,
09/10/2008,9261.69043,8579.19043,
10/10/2008,8568.669922,8451.19043,
13/10/2008,8462.419922,9387.610352,
14/10/2008,9388.969727,9310.990234,
15/10/2008,9301.910156,8577.910156,
16/10/2008,8577.040039,8979.259766,
17/10/2008,8975.349609,8852.219727,
20/10/2008,8852.299805,9265.429688,
21/10/2008,9262.799805,9033.660156,
22/10/2008,9027.839844,8519.209961,
23/10/2008,8519.769531,8691.25,
24/10/2008,8683.209961,8378.950195,
27/10/2008,8375.919922,8175.77002,
28/10/2008,8178.720215,9065.120117,
29/10/2008,9062.330078,8990.959961,
30/10/2008,9004.660156,9180.69043,
31/10/2008,9179.089844,9325.009766,
03/11/2008,9326.040039,9319.830078,
04/11/2008,9323.889648,9625.280273,
05/11/2008,9616.599609,9139.269531,
06/11/2008,9134.009766,8695.790039,
07/11/2008,8696.030273,8943.80957,
10/11/2008,8946.599609,8870.540039,
11/11/2008,8864.320312,8693.959961,
12/11/2008,8684.519531,8282.660156,
13/11/2008,8281.139648,8835.25,
14/11/2008,8822.19043,8497.30957,
17/11/2008,8494.839844,8273.580078,
18/11/2008,8273.339844,8424.75,
19/11/2008,8420.69043,7997.279785,
20/11/2008,7995.529785,7552.290039,
21/11/2008,7552.370117,8046.419922,
24/11/2008,8048.089844,8443.389648,
25/11/2008,8445.139648,8479.469727,
26/11/2008,8464.490234,8726.610352,
28/11/2008,8724.700195,8829.040039,
01/12/2008,8826.889648,8149.089844,
02/12/2008,8153.75,8419.089844,
03/12/2008,8409.139648,8591.69043,
04/12/2008,8587.070312,8376.240234,
05/12/2008,8376.080078,8635.419922,
08/12/2008,8637.650391,8934.179688,
09/12/2008,8934.099609,8691.330078,
10/12/2008,8693,8761.419922,
11/12/2008,8750.129883,8565.089844,
12/12/2008,8563.099609,8629.679688,
15/12/2008,8628.80957,8564.530273,
16/12/2008,8565.650391,8924.139648,
17/12/2008,8921.910156,8824.339844,
18/12/2008,8823.94043,8604.990234,
19/12/2008,8606.5,8579.110352,
22/12/2008,8573.370117,8519.69043,
23/12/2008,8518.650391,8419.490234,
24/12/2008,8416.860352,8468.480469,
26/12/2008,8468.709961,8515.549805,
29/12/2008,8515.870117,8483.929688,
30/12/2008,8487.509766,8668.389648,
31/12/2008,8666.480469,8776.389648,
02/01/2009,8772.25,9034.69043,
05/01/2009,9027.129883,8952.889648,
06/01/2009,8954.570312,9015.099609,
07/01/2009,8996.94043,8769.700195,
08/01/2009,8769.94043,8742.459961,
